TM_12,2.6774,2.6774,2.4562,#NUM!,#NUM!,2.1929,2.1259,2.067,2.0147,1.9679,1.9255,,,,,,,,,,,TM_12,2.6975,2.463,2.368,2.2919,2.2349,#NUM!,,,,#NUM!,,,,,,,,,,,TM_30,2.7323,2.4872,2.3739,2.3047,2.2497,2.2039,2.1648,2.1306,#NUM!,#NUM!,,,,,,,,,,,TM_30,2.7475,2.5033,2.3959,2.3104,2.2538,2.2085,2.1698,2.1359,2.1059,2.0772,,,,,,,,,,,,2.7492,2.5249,2.4185,2.336,2.2626,2.2118,2.1733,2.1398,2.11,2.0832,,,,,,,,,,,TM_40,2.7594,2.4918,2.3753,2.2818,2.2032,2.1333,2.0708,2.0138,1.9613,1.9121,,,,,,,,,,,TM_40,2.7829,2.5195,2.4063,2.3173,2.2415,2.1749,2.1161,2.063,2.0145,1.9687,,,,,,,,,,,TM_40,2.8012,2.541,2.4306,2.3443,2.2711,2.2077,2.1527,2.1013,2.0556,2.0133,,,,,,,,,,,TM_40,2.8158,2.5582,2.4499,2.3657,2.2948,2.2336,2.18,2.1322,2.0878,2.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_00,2.6562,2.6562,2.4311,2.3327,2.2585,#NUM!,#NUM!,,,,,,,,,,,,,,,TM_30,2.68,2.4587,2.363,2.2772,2.2005,2.1342,2.0762,2.0258,1.9834,1.9463,,,,,,,,,,,TM_12,2.7108,2.4758,2.3729,2.2823,2.2059,2.1405,2.0917,2.0512,2.0144,1.9805,,,,,,,,,,,TM_12,2.7202,2.49,2.3888,2.3086,2.2351,2.1697,2.1122,2.0727,2.0376,2.0053,,,,,,,,,,,,2.7359,2.4967,2.4059,2.3316,2.2585,2.1986,2.1424,2.0922,2.0561,2.024,,,,,,,,,,,,2.7557,2.5032,2.4132,2.3469,2.276,2.2143,2.1757,2.1315,2.0886,2.0538,,,,,,,,,,,,2.7709,#NUM!,2.4187,2.3535,2.2895,2.2291,2.178,2.1448,2.1154,2.084,,,,,,,,,,,,2.7827,2.5286,#NUM!,2.3583,2.3002,2.2407,2.189,2.1517,2.1216,2.0943,,,,,,,,,,,TM_31,2.7921,2.5347,2.4426,#NUM!,2.3087,2.2501,2.1991,2.1639,2.1348,2.1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_01,2.6098,2.6098,2.4081,2.2833,2.1919,2.1255,2.068,2.0166,1.9693,1.9243,1.8868,,,,,,,,,,,TE_00,2.6621,2.4539,2.3345,2.2392,2.1633,2.1093,2.0614,2.0172,1.9736,1.9317,,,,,,,,,,,TM_31,2.6722,2.4675,2.3718,2.2807,2.2028,2.1356,2.0813,2.0298,1.9835,1.9413,,,,,,,,,,,TM_31,2.7092,2.488,2.3773,2.2983,2.2211,2.155,2.111,2.0598,2.0189,1.9842,,,,,,,,,,,TM_40,2.7285,2.4556,2.3343,2.2374,2.1534,2.0789,2.0115,1.9499,1.8926,1.8387,,,,,,,,,,,TM_02,2.7504,2.4934,2.3816,2.3133,2.259,2.2142,2.1602,2.1166,2.0838,2.0491,,,,,,,,,,,,2.7514,2.5096,#NUM!,#NUM!,2.2608,2.2161,2.1763,2.1363,2.105,2.0765,,,,,,,,,,,TM_50,2.7528,2.5235,2.423,#NUM!,#NUM!,2.2239,2.1854,2.1465,2.1173,2.091,,,,,,,,,,,TM_50,2.7741,2.5294,2.4264,2.3621,#NUM!,2.2343,2.1967,2.1542,2.1188,2.0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_30,2.5998,2.5998,2.4029,2.2775,2.1835,2.1161,2.0596,2.0098,1.965,1.9242,1.8808,,,,,,,,,,,TM_22,2.6221,2.4313,2.3092,2.2262,2.1571,2.085,2.0212,1.9773,1.9374,1.9008,,,,,,,,,,,,2.6659,2.461,2.3416,2.2487,2.1878,2.1345,2.0739,2.0191,1.9689,1.9295,,,,,,,,,,,TM_40,2.6869,2.4066,2.2795,2.1765,2.0863,2.0056,1.9322,1.8647,,,,,,,,,,,,,,2.7268,2.4727,2.3774,2.2877,2.2215,2.1721,2.1291,2.0898,2.0462,2.0038,,,,,,,,,,,,2.7318,2.4918,2.379,2.2984,2.2416,2.1941,2.153,2.1121,2.0687,2.0368,,,,,,,,,,,,2.7357,2.5081,2.3958,2.3148,2.2569,2.2108,2.1712,2.1295,2.0873,2.0487,,,,,,,,,,,TM_02,2.7521,2.5119,2.4115,2.3243,2.2689,2.2175,2.1796,2.1432,2.102,2.0645,,,,,,,,,,,TM_41,2.7577,2.515,2.424,2.3377,2.2784,#NUM!,2.1808,2.1479,2.1139,2.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_03,2.5969,2.5969,2.3767,2.2721,2.1819,2.0973,2.0217,1.9543,1.8938,1.8395,,,,,,,,,,,,TM_13,2.6185,2.4046,2.3033,2.2118,2.1285,2.0702,2.0205,1.962,1.9083,1.8583,,,,,,,,,,,,2.6526,2.4468,2.3265,2.2462,2.1641,2.1013,2.0524,2.0082,1.9675,1.9222,,,,,,,,,,,,2.6739,2.4576,2.3386,2.2641,2.2047,2.1434,2.0936,2.0395,1.9899,1.9466,,,,,,,,,,,,2.6892,2.4687,2.3531,2.2801,2.2172,2.1682,2.1258,2.0881,2.0444,2.0027,,,,,,,,,,,,2.7011,#NUM!,2.3759,2.2895,2.2262,2.1781,2.1366,2.0999,2.0668,2.0286,,,,,,,,,,,,2.7259,2.4945,2.3831,2.3124,#NUM!,2.1858,2.1448,2.1088,2.0765,2.047,,,,,,,,,,,,2.7428,2.4954,2.3914,2.3225,2.2621,#NUM!,#NUM!,2.1159,2.0841,2.0552,,,,,,,,,,,TM_02,2.7528,2.5086,2.3992,2.3317,2.2646,2.2187,#NUM!,#NUM!,2.0909,2.0618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_10,2.5882,2.5882,2.3669,2.2622,2.1764,2.089,2.0118,1.9424,1.8797,1.8226,,,,,,,,,,,,TE_01,2.6157,2.4002,2.2736,2.1909,2.1257,2.0553,1.9904,1.9394,1.8943,1.8521,,,,,,,,,,,TM_40,2.6288,2.3384,2.203,2.0918,1.9933,1.9048,#NUM!,#NUM!,,,,,,,,,,,,,,2.6685,2.4376,2.3375,2.2553,2.1943,2.1425,2.0858,2.0346,1.9885,1.9438,,,,,,,,,,,TE_00,2.6704,2.4653,2.3493,2.2752,2.2118,2.1464,2.0891,2.0381,1.9922,1.9507,,,,,,,,,,,,2.6994,2.4744,#NUM!,2.2843,2.2139,2.1487,2.0915,2.0407,1.9951,1.9537,,,,,,,,,,,TM_50,2.724,2.476,2.3815,2.3061,2.2328,#NUM!,#NUM!,#NUM!,#NUM!,1.9782,,,,,,,,,,,,2.7387,2.4839,2.3841,2.316,2.2492,2.1914,2.1501,#NUM!,#NUM!,#NUM!,,,,,,,,,,,TM_12,2.7411,2.4961,2.3938,2.317,2.2632,2.2015,2.1563,2.1211,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_22,2.5758,2.5758,2.3243,2.1913,2.0936,2.0179,1.9516,1.892,1.8379,,,,,,,,,,,,,TE_10,2.6122,2.374,2.2702,2.1717,2.1015,2.0416,1.9879,1.9318,1.879,1.8315,,,,,,,,,,,,2.6277,2.4019,2.2991,2.2208,2.1493,2.0782,2.0267,1.9677,1.9134,1.8629,,,,,,,,,,,,2.6384,2.4352,2.3303,2.2444,2.1641,2.0942,2.0341,1.9911,1.9521,1.9164,,,,,,,,,,,,2.6683,#NUM!,2.3475,2.2555,2.1755,2.1065,2.0483,2.0019,1.9608,1.9231,,,,,,,,,,,TM_60,2.6914,2.4713,2.3688,2.2839,2.2055,2.1368,2.0756,2.0276,1.9886,1.9524,,,,,,,,,,,,2.7093,2.4756,2.3803,2.291,2.23,2.1636,2.1047,2.0518,2.0134,1.9758,,,,,,,,,,,,2.7161,2.4834,2.3813,2.2946,2.2384,2.1847,2.1276,2.0798,2.0439,2.0105,,,,,,,,,,,TM_60,2.724,2.4937,2.385,2.303,2.2427,2.1962,2.146,2.102,2.0678,2.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_11,2.5402,2.5402,2.3076,2.1834,2.086,2.0037,1.9356,1.8752,,,,,,,,,,,,,,TM_03,2.602,2.3608,2.2535,2.1702,2.0824,2.0034,1.9325,1.8685,1.8215,,,,,,,,,,,,,2.6196,2.3936,2.2756,2.1967,2.1322,2.077,2.0148,1.9583,1.9073,1.8611,,,,,,,,,,,,2.6255,2.429,2.3143,2.216,2.1371,2.082,2.0325,1.978,1.93,1.8874,,,,,,,,,,,,2.6459,2.4492,2.3471,2.2535,2.1729,2.1015,2.0414,1.9952,1.9563,1.9201,,,,,,,,,,,,2.6718,2.4639,2.3548,#NUM!,#NUM!,#NUM!,#NUM!,2.02,1.9751,1.9368,,,,,,,,,,,,2.6729,2.4751,2.3605,2.2896,2.2155,2.1504,2.0934,2.0516,2.0105,#NUM!,,,,,,,,,,,TM_60,2.6945,2.4794,2.3654,2.292,2.2167,2.1633,2.1193,2.0764,2.0298,1.9943,,,,,,,,,,,TM_22,2.7216,2.4908,2.3821,2.2985,2.2309,2.1821,2.1397,2.0964,2.0512,2.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_31,2.5372,2.5372,2.2978,2.1708,2.0757,1.9898,1.9124,1.8474,,,,,,,,,,,,,,TE_11,2.565,2.3425,2.2091,2.1147,2.0414,1.9775,1.9202,1.8683,,,,,,,,,,,,,,2.6054,2.3784,2.2654,2.162,2.082,2.0199,1.9638,1.9121,1.8635,1.8176,,,,,,,,,,,,2.6223,,,2.2004,2.13,2.0628,2.0103,1.9616,1.915,1.8702,,,,,,,,,,,TM_50,2.6458,2.4439,#NUM!,#NUM!,,2.0934,2.0393,1.9881,1.9387,1.8932,,,,,,,,,,,,2.6563,2.4506,2.354,2.2615,2.183,2.118,2.07,2.0161,1.9693,1.9257,,,,,,,,,,,,2.6721,2.4557,2.3591,2.2672,2.192,2.1396,2.0933,2.0477,2.0028,1.9577,,,,,,,,,,,,2.6933,2.4766,2.3649,2.2733,2.2137,2.1517,2.1033,2.0637,2.0275,1.9864,,,,,,,,,,,TM_51,2.715,2.4823,2.3776,2.2929,2.2252,2.1594,2.1151,2.0764,2.0413,2.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_13,2.5342,2.5342,2.2889,2.1684,2.0592,1.9627,1.8829,,,,,,,,,,,,,,,TM_13,2.555,2.3311,2.2022,2.1007,2.0245,1.957,1.8953,1.8376,,,,,,,,,,,,,,2.5807,2.378,2.2488,2.1528,2.0714,2.0057,1.9509,1.901,1.8554,1.8143,,,,,,,,,,,,2.6079,2.4028,2.2788,2.1885,2.1212,2.0546,1.9864,1.924,1.8799,1.8394,,,,,,,,,,,,2.6356,2.4208,2.2968,2.2141,2.1494,2.085,2.0351,1.978,1.9247,1.883,,,,,,,,,,,,2.6516,2.4343,2.312,2.233,2.1701,2.1132,2.0603,#NUM!,#NUM!,1.9198,,,,,,,,,,,,2.6655,2.454,2.3332,2.2536,2.1896,2.1343,2.0887,2.0427,1.9972,1.956,,,,,,,,,,,,2.6842,2.4761,2.3632,2.2717,2.1989,2.1478,2.0948,2.0443,1.999,1.9579,,,,,,,,,,,TM_32,2.6941,2.4773,2.3684,2.2891,2.2177,2.1558,2.096,2.0456,2.0004,1.9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_02,2.5294,2.5294,2.284,2.149,2.0344,1.9468,1.8764,,,,,,,,,,,,,,,TM_40,2.5437,2.2391,2.0917,1.9696,1.8601,#NUM!,#NUM!,,,,,,,,,,,,,,,2.5704,2.3465,2.2376,2.1443,2.0673,1.9906,1.9172,1.8499,,,,,,,,,,,,,,2.6079,2.3817,2.2766,#NUM!,2.0875,2.0254,1.9722,1.9238,1.8658,,,,,,,,,,,,,2.6242,2.3956,2.2927,2.2034,2.1395,#NUM!,2.0168,1.969,1.9239,1.8731,,,,,,,,,,,,2.6303,2.4255,2.3097,2.2283,2.1642,2.1091,2.0535,1.9995,1.959,#NUM!,,,,,,,,,,,,2.6572,2.4517,2.3298,2.2474,2.1857,2.1211,2.0614,2.0079,1.962,1.9269,,,,,,,,,,,,2.6737,2.4596,2.3578,2.2714,2.1939,2.1267,2.0674,2.0144,1.9666,1.9291,,,,,,,,,,,TE_00,2.6744,2.4627,2.3664,2.2853,2.2082,2.1528,2.0957,2.0403,1.9892,1.9417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_20,2.4714,2.4714,2.2501,2.1192,2.0254,1.9339,1.8536,,,,,,,,,,,,,,,TE_02,2.537,2.3132,2.1959,2.0908,2,1.9192,1.8438,,,,,,,,,,,,,,,2.568,,2.2229,2.1379,2.0533,1.9728,1.9005,1.836,,,,,,,,,,,,,,2.5915,2.3751,2.2697,2.175,#NUM!,2.0149,1.958,1.9058,1.857,,,,,,,,,,,,,2.6096,2.3888,2.2814,2.1976,2.1275,2.069,#NUM!,#NUM!,1.8973,1.8574,,,,,,,,,,,,2.6257,2.412,2.3066,2.2145,2.1419,2.0878,2.0403,1.9978,1.9504,1.9055,,,,,,,,,,,TM_60,2.6559,2.4444,2.3284,2.2356,2.1518,2.0898,2.0425,2.0003,1.9595,1.9153,,,,,,,,,,,,2.6592,2.4525,2.3464,2.2633,2.1898,2.1182,2.0537,2.0022,1.964,1.9229,,,,,,,,,,,TM_70,2.6651,2.459,2.3605,2.2753,2.2069,2.1379,2.0763,2.0205,1.9796,1.9406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_12,2.46,2.46,2.2398,2.1174,2.0193,1.9335,1.8449,,,,,,,,,,,,,,,TE_20,2.5271,2.3046,2.1904,2.0848,1.9873,1.8999,1.8348,,,,,,,,,,,,,,,2.566,2.3347,#NUM!,2.0963,2.0089,1.9398,1.8774,,,,,,,,,,,,,,,2.5874,2.3464,2.2375,2.1542,2.0849,2.0096,1.9402,1.8774,1.8213,,,,,,,,,,,,,2.6048,2.384,2.2763,2.1949,2.1121,2.0395,1.9874,1.9404,#NUM!,#NUM!,,,,,,,,,,,,2.6175,2.4093,2.3,2.2055,2.1307,2.0573,1.9991,1.9529,1.9107,1.8718,,,,,,,,,,,,2.6273,2.4284,2.3235,2.2312,2.1458,2.0778,2.013,1.9637,1.9217,1.8833,,,,,,,,,,,,2.6429,2.4441,2.3327,2.2583,2.1824,2.111,2.047,1.9947,1.9473,1.9077,,,,,,,,,,,TM_61,2.664,2.4566,2.3405,2.2673,2.198,2.1311,2.0722,2.0204,1.9722,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_32,2.4324,2.4324,2.2379,2.1073,1.9914,1.8928,1.8371,,,,,,,,,,,,,,,TM_32,2.5136,2.2749,2.1352,2.0348,1.9571,1.8904,,,,,,,,,,,,,,,,2.5629,2.3318,2.2021,#NUM!,2.0058,1.9291,1.8645,,,,,,,,,,,,,,TM_50,2.5841,2.3452,2.2355,2.1497,2.0777,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,2.5993,2.3809,2.2588,2.1663,2.0981,2.0367,1.9696,1.9091,1.8546,,,,,,,,,,,,TM_03,2.611,2.408,2.2834,2.1998,2.1133,2.0503,1.9922,1.9347,1.8839,1.8382,,,,,,,,,,,,2.6267,2.422,2.3222,2.2272,2.1447,2.0727,2.0115,1.9613,1.9164,1.8744,,,,,,,,,,,,2.6349,2.4309,2.3325,2.2375,2.1563,2.0914,2.0442,1.99,1.9414,1.8999,,,,,,,,,,,TE_10,2.6618,2.4488,2.34,2.2457,2.1686,2.1136,2.0648,2.0196,1.9719,1.9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_23,2.4251,2.4251,2.2359,2.0903,1.9699,1.8643,,,,,,,,,,,,,,,,TE_12,2.4869,2.2456,2.1275,2.0223,1.9268,1.8471,,,,,,,,,,,,,,,,2.5411,2.2944,2.1782,2.0862,#NUM!,1.9048,1.8423,,,,,,,,,,,,,,,2.5789,2.3372,2.2054,2.0999,2.0103,1.9337,1.8694,,,,,,,,,,,,,,,2.586,2.3572,2.2471,2.1521,2.0599,1.9864,1.9266,1.8709,,,,,,,,,,,,,TM_60,2.6091,2.3857,2.2833,2.1799,2.1059,2.0328,1.9716,1.9185,1.8671,1.8183,,,,,,,,,,,,2.6233,2.4001,2.2848,2.2072,2.1438,2.0698,2.0045,1.9486,1.8953,1.8484,,,,,,,,,,,,2.6334,2.4173,2.2919,2.2085,2.1452,2.0875,2.0354,1.9883,1.9396,1.8923,,,,,,,,,,,,2.6581,2.4429,2.326,2.2326,2.1655,2.1049,2.0562,2.0122,1.9686,1.9289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--,2.4189,2.4189,2.1507,2.0197,1.9147,1.845,,,,,,,,,,,,,,,,,2.4777,#NUM!,2.0947,1.9943,1.9085,1.8371,,,,,,,,,,,,,,,,2.5148,2.2915,2.154,2.0455,1.9644,1.8981,,,,,,,,,,,,,,,,2.5439,2.3364,2.2014,2.0896,2.0003,1.9298,1.8678,,,,,,,,,,,,,,,2.5835,2.3568,2.2245,2.1262,2.0518,1.9765,1.9021,1.8483,,,,,,,,,,,,,,2.605,2.3814,2.2554,2.1741,2.0899,2.0279,1.9618,1.8962,1.835,,,,,,,,,,,,,2.612,2.3872,2.2731,2.1869,2.119,2.0598,2.0034,1.9453,1.893,1.8463,,,,,,,,,,,,2.6276,2.4142,2.2891,2.2078,2.1413,2.0835,2.032,1.9849,1.9357,1.888,,,,,,,,,,,TE_20,2.6409,2.438,2.32,2.2275,2.159,2.0942,2.0456,2.0036,1.9656,1.9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--,2.4145,2.4145,2.1403,2.0049,1.8935,,,,,,,,,,,,,,,,,,2.4775,2.2194,#NUM!,1.98,1.8902,,,,,,,,,,,,,,,,,2.508,2.2792,2.1382,2.0412,1.9591,1.8864,,,,,,,,,,,,,,,,2.5394,2.3245,2.1878,2.0793,1.9978,1.9293,1.8654,,,,,,,,,,,,,,,2.5653,2.3541,2.2226,2.1165,2.0272,1.9613,1.9005,1.8306,,,,,,,,,,,,,,2.5981,2.3611,2.252,2.1606,2.0891,2.0075,1.9376,1.8833,1.8334,,,,,,,,,,,,,2.6094,2.3843,2.2686,2.1807,2.1142,2.0568,2.0008,1.9403,1.8888,1.8348,,,,,,,,,,,TM_70,2.6257,2.4138,2.2881,2.2072,2.1411,2.0822,2.0205,1.9688,1.9266,1.8814,,,,,,,,,,,TE_01,2.6282,2.4261,2.3099,2.2224,2.1464,2.0926,2.0319,1.9758,1.9345,1.8971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_40,2.4123,2.4123,2.087,1.9248,#NUM!,,,,,,,,,,,,,,,,,,2.4734,2.2137,2.0825,,1.8688,,,,,,,,,,,,,,,,,2.5002,2.2673,2.1326,2.033,1.9413,1.8596,,,,,,,,,,,,,,,,2.5303,2.3028,2.1721,2.0768,1.9905,1.9033,1.8465,,,,,,,,,,,,,,,2.5573,2.3392,2.2141,2.1122,2.0219,1.9378,1.8727,1.8243,1.8185,,,,,,,,,,,,,2.5914,2.3535,2.245,2.1471,2.0617,1.9965,1.9328,1.8752,1.826,,,,,,,,,,,,,2.5954,2.3748,2.2612,2.1763,2.1064,2.0455,1.9906,1.9371,1.8778,1.8216,,,,,,,,,,,,2.6128,2.3921,2.287,2.1899,2.1201,2.0637,2.0138,1.9633,1.9111,1.863,,,,,,,,,,,TE_11,2.6155,2.4119,2.3025,2.2207,2.1402,2.0688,2.0194,1.9749,1.9244,1.8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_04,2.4065,2.4065,2.1197,1.9682,1.8543,,,,,,,,,,,,,,,,,TE_03,2.4238,2.2086,2.0631,1.9529,1.8601,,,,,,,,,,,,,,,,,2.4967,2.2529,2.1304,2.0179,1.928,1.8516,,,,,,,,,,,,,,,,2.5206,2.2889,2.1692,2.0746,1.9779,1.9009,,,,,,,,,,,,,,,,2.5464,2.3262,2.2078,2.1026,2.0143,1.9368,1.8678,,,,,,,,,,,,,,,2.5704,2.3431,2.2235,2.1356,2.0558,1.9852,1.9279,1.8637,,,,,,,,,,,,,,2.5953,2.3689,2.2602,2.1706,2.0818,2.0041,1.9481,1.8974,1.8508,,,,,,,,,,,,TM_03,2.6127,2.3903,2.2858,2.187,2.1028,2.0261,1.9643,1.9147,1.8692,1.8273,,,,,,,,,,,,2.6141,2.403,2.3009,2.2094,2.1347,2.063,1.9928,1.9309,1.8852,1.8438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_41,2.344,2.344,2.115,1.9603,,,,,,,,,,,,,,,,,,TM_04,2.4122,2.1272,1.9779,1.8674,,,,,,,,,,,,,,,,,,2.4696,2.2498,2.1228,2.0137,1.9138,1.8371,,,,,,,,,,,,,,,,2.5201,2.2839,2.1633,2.0548,1.9672,1.8883,,,,,,,,,,,,,,,,2.5458,2.3113,2.1911,2.102,2.0132,1.932,1.862,,,,,,,,,,,,,,,2.5693,2.3408,2.2106,2.122,2.0489,1.9745,1.9014,1.8354,,,,,,,,,,,,,,2.5867,2.367,2.2529,2.1473,2.0663,2.0028,1.9327,1.8692,,,,,,,,,,,,,,2.6005,2.388,2.2847,2.1859,2.0981,2.0214,1.9582,1.8986,1.846,,,,,,,,,,,,TM_03,2.6134,2.3888,2.2868,2.2036,2.1247,2.0584,1.9896,1.9293,1.8804,1.8352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_13,2.3425,2.3425,2.1024,1.9538,,,,,,,,,,,,,,,,,,TE_30,2.4034,2.1798,2.0281,1.9169,,,,,,,,,,,,,,,,,,2.4591,2.2364,2.1129,2.0021,1.8949,,,,,,,,,,,,,,,,,2.5143,2.2826,2.1403,2.0446,1.9601,1.8781,,,,,,,,,,,,,,,,2.5456,2.3042,2.176,2.082,2.0025,1.9254,1.8493,,,,,,,,,,,,,,,2.5582,2.3342,2.2096,2.1046,2.0154,1.9392,1.8753,1.8267,,,,,,,,,,,,,,2.5806,2.3662,2.2358,2.1353,2.0509,1.9665,1.899,1.8401,,,,,,,,,,,,,,2.5986,2.3704,2.2659,2.1822,2.091,2.0133,1.9428,1.8839,1.8282,,,,,,,,,,,,TE_30,2.6113,2.3839,2.2696,2.1901,2.1184,2.0439,1.9818,1.9278,1.8688,1.8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_14,2.3388,2.3388,,1.9302,,,,,,,,,,,,,,,,,,,2.3958,2.1656,2.0255,1.9027,,,,,,,,,,,,,,,,,,2.437,2.2182,2.0773,1.9782,1.8941,,,,,,,,,,,,,,,,,2.512,2.2535,2.1365,2.0205,1.9226,1.8454,,,,,,,,,,,,,,,TM_60,2.5449,2.293,2.1743,2.0659,1.9726,1.9058,1.8438,,,,,,,,,,,,,,,2.5473,2.3197,2.2031,2.0925,1.9929,1.9114,1.8532,,,,,,,,,,,,,,,2.5755,2.3422,2.2215,2.126,2.0301,1.9617,1.8885,1.8286,,,,,,,,,,,,,,2.5915,2.365,2.233,2.148,2.0777,2.0088,1.9414,1.875,,,,,,,,,,,,,,2.6032,2.3811,2.2543,2.1653,2.0948,2.0324,1.9739,1.9204,1.8665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_22,2.3364,2.3364,2.0657,1.9248,,,,,,,,,,,,,,,,,,,2.375,2.1589,2.0086,1.8769,,,,,,,,,,,,,,,,,,2.4282,2.2015,2.0704,1.9497,1.8477,,,,,,,,,,,,,,,,,2.4656,2.2447,2.1092,2.0089,1.9138,1.8436,,,,,,,,,,,,,,,,2.5202,2.285,2.1425,2.0479,1.9714,1.8922,,,,,,,,,,,,,,,,2.5457,2.3167,2.1826,2.0741,1.9836,1.9082,1.8433,,,,,,,,,,,,,,,2.5675,2.3416,2.211,2.1069,2.0286,1.9413,1.8776,,,,,,,,,,,,,,,2.5878,2.3455,2.2322,2.1394,2.066,2.0012,1.9334,1.8658,,,,,,,,,,,,,,2.6011,2.3783,2.2504,2.1623,2.0905,2.028,1.9716,1.918,1.8633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2989,2.2989,2.0426,1.8887,,,,,,,,,,,,,,,,,,,2.3685,,,,,,,,,,,,,,,,,,,,,2.4274,2.1813,2.0247,1.9073,1.845,,,,,,,,,,,,,,,,,2.4623,2.234,2.1005,1.9959,1.9131,1.8371,,,,,,,,,,,,,,,,2.4971,2.2735,2.1393,2.0227,1.9296,1.8594,,,,,,,,,,,,,,,,2.526,2.3123,2.1731,2.0649,1.9815,1.9033,1.8362,,,,,,,,,,,,,,,2.5625,2.3314,2.2066,2.1061,2.0172,1.94,1.8641,,,,,,,,,,,,,,,2.5747,2.343,2.2263,2.1258,2.0499,1.9831,1.9222,1.863,,,,,,,,,,,,,TM_80,2.5969,2.3734,2.2501,2.1572,2.0881,2.0276,1.9707,1.9111,1.8543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2716,2.2716,2.0374,1.8875,,,,,,,,,,,,,,,,,,,2.3643,2.0766,1.94,1.8543,,,,,,,,,,,,,,,,,,2.4188,2.1512,2.0166,1.8925,,,,,,,,,,,,,,,,,,2.4565,2.2226,2.0934,1.9838,1.8861,,,,,1.8116,,,,,,,,,,,,2.4898,2.2634,2.1298,2.0145,1.9255,1.8497,,,,,,,,,,,,,,,,2.5258,2.3117,2.1707,2.0586,1.9741,1.9005,,,,,,,,,,,,,,,,2.5485,2.322,2.1972,2.0959,1.9993,1.9275,1.8597,,,,,,,,,,,,,,,2.5631,2.3408,2.2152,2.1251,2.0313,1.9522,1.8915,1.8364,,,,,,,,,,,,,,2.5941,2.3574,2.246,2.149,2.0575,1.9761,1.9141,1.8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
