TE_10,2.5882,2.5882,2.3669,2.2622,2.1764,2.089,2.0118,1.9424,1.8797,1.8226,1.8138-6.1921E-5i,,,,,,,,,,,TE_01,2.6157,2.4002,2.2736,2.1909,2.1257,2.0553,1.9904,1.9394,1.8943,1.8521,,,,,,,,,,,TM_40,2.6288,2.3384,2.203,2.0918,1.9933,1.9048, , ,,,,,,,,,,,,,,2.6685,2.4376,2.3375,2.2553,2.1943,2.1425,2.0858,2.0346,1.9885,1.9438,,,,,,,,,,,TE_00,2.6704,2.4653,2.3493,2.2752,2.2118,2.1464,2.0891,2.0381,1.9922,1.9507,,,,,,,,,,,,2.6994,2.4744, ,2.2843,2.2139,2.1487,2.0915,2.0407,1.9951,1.9537,,,,,,,,,,,TM_50,2.724,2.476,2.3815,2.3061,2.2328, , , , ,1.9782,,,,,,,,,,,,2.7387,2.4839,2.3841,2.316,2.2492,2.1914,2.1501, , , ,,,,,,,,,,,TM_12,2.7411,2.4961,2.3938,2.317,2.2632,2.2015,2.1563,2.1211, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_22,2.5758,2.5758,2.3243,2.1913,2.0936,2.0179,1.9516,1.892,1.8379,1.8188-2.3569E-5i,1.8137-5.7111E-5i,,,,,,,,,,,TE_10,2.6122,2.374,2.2702,2.1717,2.1015,2.0416,1.9879,1.9318,1.879,1.8315,,,,,,,,,,,,2.6277,2.4019,2.2991,2.2208,2.1493,2.0782,2.0267,1.9677,1.9134,1.8629,,,,,,,,,,,,2.6384,2.4352,2.3303,2.2444,2.1641,2.0942,2.0341,1.9911,1.9521,1.9164,,,,,,,,,,,,2.6683, ,2.3475,2.2555,2.1755,2.1065,2.0483,2.0019,1.9608,1.9231,,,,,,,,,,,TM_60,2.6914,2.4713,2.3688,2.2839,2.2055,2.1368,2.0756,2.0276,1.9886,1.9524,,,,,,,,,,,,2.7093,2.4756,2.3803,2.291,2.23,2.1636,2.1047,2.0518,2.0134,1.9758,,,,,,,,,,,,2.7161,2.4834,2.3813,2.2946,2.2384,2.1847,2.1276,2.0798,2.0439,2.0105,,,,,,,,,,,TM_60,2.724,2.4937,2.385,2.303,2.2427,2.1962,2.146,2.102,2.0678,2.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_11,2.5402,2.5402,2.3076,2.1834,2.086,2.0037,1.9356,1.8752,1.8241-1.9372E-5i,1.8185-5.5940E-5i,1.8136-7.2250E-5i,,,,,,,,,,,TM_03,2.602,2.3608,2.2535,2.1702,2.0824,2.0034,1.9325,1.8685,1.8215,1.8141-2.5995E-5i,,,,,,,,,,,,2.6196,2.3936,2.2756,2.1967,2.1322,2.077,2.0148,1.9583,1.9073,1.8611,,,,,,,,,,,,2.6255,2.429,2.3143,2.216,2.1371,2.082,2.0325,1.978,1.93,1.8874,,,,,,,,,,,,2.6459,2.4492,2.3471,2.2535,2.1729,2.1015,2.0414,1.9952,1.9563,1.9201,,,,,,,,,,,,2.6718,2.4639,2.3548, , , , ,2.02,1.9751,1.9368,,,,,,,,,,,,2.6729,2.4751,2.3605,2.2896,2.2155,2.1504,2.0934,2.0516,2.0105, ,,,,,,,,,,,TM_60,2.6945,2.4794,2.3654,2.292,2.2167,2.1633,2.1193,2.0764,2.0298,1.9943,,,,,,,,,,,TM_22,2.7216,2.4908,2.3821,2.2985,2.2309,2.1821,2.1397,2.0964,2.0512,2.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_31,2.5372,2.5372,2.2978,2.1708,2.0757,1.9898,1.9124,1.8474,1.8238-5.0398E-5i,1.8185-5.1617E-5i,1.8133-1.0375E-4i,,,,,,,,,,,TE_11,2.565,2.3425,2.2091,2.1147,2.0414,1.9775,1.9202,1.8683,1.8188-2.3574E-5i,1.8138-6.1906E-5i,,,,,,,,,,,,2.6054,2.3784,2.2654,2.162,2.082,2.0199,1.9638,1.9121,1.8635,1.8176,,,,,,,,,,,,2.6223,,,2.2004,2.13,2.0628,2.0103,1.9616,1.915,1.8702,,,,,,,,,,,TM_50,2.6458,2.4439, , ,,2.0934,2.0393,1.9881,1.9387,1.8932,,,,,,,,,,,,2.6563,2.4506,2.354,2.2615,2.183,2.118,2.07,2.0161,1.9693,1.9257,,,,,,,,,,,,2.6721,2.4557,2.3591,2.2672,2.192,2.1396,2.0933,2.0477,2.0028,1.9577,,,,,,,,,,,,2.6933,2.4766,2.3649,2.2733,2.2137,2.1517,2.1033,2.0637,2.0275,1.9864,,,,,,,,,,,TM_51,2.715,2.4823,2.3776,2.2929,2.2252,2.1594,2.1151,2.0764,2.0413,2.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_13,2.5342,2.5342,2.2889,2.1684,2.0592,1.9627,1.8829,1.8302-1.9171E-5i,1.8238-4.6448E-5i,1.8184-6.5385E-5i,1.8132-1.0902E-4i,,,,,,,,,,,TM_13,2.555,2.3311,2.2022,2.1007,2.0245,1.957,1.8953,1.8376,1.8185-5.5802E-5i,1.8137-5.7121E-5i,,,,,,,,,,,,2.5807,2.378,2.2488,2.1528,2.0714,2.0057,1.9509,1.901,1.8554,1.8143,,,,,,,,,,,,2.6079,2.4028,2.2788,2.1885,2.1212,2.0546,1.9864,1.924,1.8799,1.8394,,,,,,,,,,,,2.6356,2.4208,2.2968,2.2141,2.1494,2.085,2.0351,1.978,1.9247,1.883,,,,,,,,,,,,2.6516,2.4343,2.312,2.233,2.1701,2.1132,2.0603, , ,1.9198,,,,,,,,,,,,2.6655,2.454,2.3332,2.2536,2.1896,2.1343,2.0887,2.0427,1.9972,1.956,,,,,,,,,,,,2.6842,2.4761,2.3632,2.2717,2.1989,2.1478,2.0948,2.0443,1.999,1.9579,,,,,,,,,,,TM_32,2.6941,2.4773,2.3684,2.2891,2.2177,2.1558,2.096,2.0456,2.0004,1.9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_02,2.5294,2.5294,2.284,2.149,2.0344,1.9468,1.8764,1.8299-4.1773E-5i,1.8237-5.8833E-5i,1.8181-9.3600E-5i,1.8129-1.5135E-4i,,,,,,,,,,,TM_40,2.5437,2.2391,2.0917,1.9696,1.8601, , ,1.8241-2.0756E-5i,1.8185-5.1614E-5i,1.8136-7.2247E-5i,,,,,,,,,,,,2.5704,2.3465,2.2376,2.1443,2.0673,1.9906,1.9172,1.8499,1.8188-2.3372E-5i,1.8141-2.6224E-5i,,,,,,,,,,,,2.6079,2.3817,2.2766, ,2.0875,2.0254,1.9722,1.9238,1.8658,1.8141-2.5932E-5i,,,,,,,,,,,,2.6242,2.3956,2.2927,2.2034,2.1395, ,2.0168,1.969,1.9239,1.8731,,,,,,,,,,,,2.6303,2.4255,2.3097,2.2283,2.1642,2.1091,2.0535,1.9995,1.959, ,,,,,,,,,,,,2.6572,2.4517,2.3298,2.2474,2.1857,2.1211,2.0614,2.0079,1.962,1.9269,,,,,,,,,,,,2.6737,2.4596,2.3578,2.2714,2.1939,2.1267,2.0674,2.0144,1.9666,1.9291,,,,,,,,,,,TE_00,2.6744,2.4627,2.3664,2.2853,2.2082,2.1528,2.0957,2.0403,1.9892,1.9417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_20,2.4714,2.4714,2.2501,2.1192,2.0254,1.9339,1.8536,1.8299-4.1608E-5i,1.8234-8.4224E-5i,1.8180-9.8527E-5i,1.8127-1.5557E-4i,,,,,,,,,,,TE_02,2.537,2.3132,2.1959,2.0908,2,1.9192,1.8438,1.8238-5.0444E-5i,1.8184-6.5409E-5i,1.8133-1.0372E-4i,,,,,,,,,,,,2.568,,2.2229,2.1379,2.0533,1.9728,1.9005,1.836,1.8185-5.5975E-5i,1.8138-6.2376E-5i,,,,,,,,,,,,2.5915,2.3751,2.2697,2.175, ,2.0149,1.958,1.9058,1.857,1.8138-6.1912E-5i,,,,,,,,,,,,2.6096,2.3888,2.2814,2.1976,2.1275,2.069, , ,1.8973,1.8574,,,,,,,,,,,,2.6257,2.412,2.3066,2.2145,2.1419,2.0878,2.0403,1.9978,1.9504,1.9055,,,,,,,,,,,TM_60,2.6559,2.4444,2.3284,2.2356,2.1518,2.0898,2.0425,2.0003,1.9595,1.9153,,,,,,,,,,,,2.6592,2.4525,2.3464,2.2633,2.1898,2.1182,2.0537,2.0022,1.964,1.9229,,,,,,,,,,,TM_70,2.6651,2.459,2.3605,2.2753,2.2069,2.1379,2.0763,2.0205,1.9796,1.9406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_12,2.46,2.46,2.2398,2.1174,2.0193,1.9335,1.8449,1.8298-5.2861E-5i,1.8234-4.6414E-5i,1.8177-1.3719E-4i,1.8125-1.8252E-4i,,,,,,,,,,,TE_20,2.5271,2.3046,2.1904,2.0848,1.9873,1.8999,1.8348,1.8238-4.6448E-5i,1.8181-9.3311E-5i,1.8132-1.0903E-4i,,,,,,,,,,,,2.566,2.3347, ,2.0963,2.0089,1.9398,1.8774,1.8241-2.0840E-5i,1.8185-5.1614E-5i,1.8137-5.7118E-5i,,,,,,,,,,,,2.5874,2.3464,2.2375,2.1542,2.0849,2.0096,1.9402,1.8774,1.8213,1.8137-5.7100E-5i,,,,,,,,,,,,2.6048,2.384,2.2763,2.1949,2.1121,2.0395,1.9874,1.9404, , ,,,,,,,,,,,,2.6175,2.4093,2.3,2.2055,2.1307,2.0573,1.9991,1.9529,1.9107,1.8718,,,,,,,,,,,,2.6273,2.4284,2.3235,2.2312,2.1458,2.0778,2.013,1.9637,1.9217,1.8833,,,,,,,,,,,,2.6429,2.4441,2.3327,2.2583,2.1824,2.111,2.047,1.9947,1.9473,1.9077,,,,,,,,,,,TM_61,2.664,2.4566,2.3405,2.2673,2.198,2.1311,2.0722,2.0204,1.9722,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_32,2.4324,2.4324,2.2379,2.1073,1.9914,1.8928,1.8371,1.8296-6.7632E-5i,1.8233-8.2287E-5i,1.8175-1.4064E-4i,1.8124-1.8187E-4i,,,,,,,,,,,TM_32,2.5136,2.2749,2.1352,2.0348,1.9571,1.8904,1.8302-1.9138E-5i,1.8237-5.8924E-5i,1.8180-9.8526E-5i,1.8129-1.5136E-4i,,,,,,,,,,,,2.5629,2.3318,2.2021, ,2.0058,1.9291,1.8645,1.8238-5.0200E-5i,1.8184-6.5386E-5i,1.8136-7.2385E-5i,,,,,,,,,,,TM_50,2.5841,2.3452,2.2355,2.1497,2.0777, , , ,1.8188-2.4038E-5i,1.8136-7.2251E-5i,,,,,,,,,,,,2.5993,2.3809,2.2588,2.1663,2.0981,2.0367,1.9696,1.9091,1.8546,1.8141-2.5753E-5i,,,,,,,,,,,TM_03,2.611,2.408,2.2834,2.1998,2.1133,2.0503,1.9922,1.9347,1.8839,1.8382,,,,,,,,,,,,2.6267,2.422,2.3222,2.2272,2.1447,2.0727,2.0115,1.9613,1.9164,1.8744,,,,,,,,,,,,2.6349,2.4309,2.3325,2.2375,2.1563,2.0914,2.0442,1.99,1.9414,1.8999,,,,,,,,,,,TE_10,2.6618,2.4488,2.34,2.2457,2.1686,2.1136,2.0648,2.0196,1.9719,1.9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_23,2.4251,2.4251,2.2359,2.0903,1.9699,1.8643,1.8368-4.0569E-5i,1.8294-7.9539E-5i,1.8230-1.2523E-4i,1.8174-1.6514E-4i,1.8120-2.4824E-4i,,,,,,,,,,,TE_12,2.4869,2.2456,2.1275,2.0223,1.9268,1.8471,1.8299-4.6346E-5i,1.8234-8.4302E-5i,1.8177-1.3707E-4i,1.8127-1.5553E-4i,,,,,,,,,,,,2.5411,2.2944,2.1782,2.0862, ,1.9048,1.8423,1.8238-4.6448E-5i,1.8181-9.3664E-5i,1.8133-1.0449E-4i,,,,,,,,,,,,2.5789,2.3372,2.2054,2.0999,2.0103,1.9337,1.8694,1.8242-1.8932E-5i,1.8185-5.5903E-5i,1.8133-1.0371E-4i,,,,,,,,,,,,2.586,2.3572,2.2471,2.1521,2.0599,1.9864,1.9266,1.8709,1.8188-2.3157E-5i,1.8138-6.1880E-5i,,,,,,,,,,,TM_60,2.6091,2.3857,2.2833,2.1799,2.1059,2.0328,1.9716,1.9185,1.8671,1.8183,,,,,,,,,,,,2.6233,2.4001,2.2848,2.2072,2.1438,2.0698,2.0045,1.9486,1.8953,1.8484,,,,,,,,,,,,2.6334,2.4173,2.2919,2.2085,2.1452,2.0875,2.0354,1.9883,1.9396,1.8923,,,,,,,,,,,,2.6581,2.4429,2.326,2.2326,2.1655,2.1049,2.0562,2.0122,1.9686,1.9289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--,2.4189,2.4189,2.1507,2.0197,1.9147,1.845,1.8368-3.7085E-5i,1.8292-1.1237E-4i,1.8229-1.0845E-4i,1.8172-1.6430E-4i,1.8120-2.3480E-4i,,,,,,,,,,,,2.4777, ,2.0947,1.9943,1.9085,1.8371,1.8299-4.1606E-5i,1.8233-8.8119E-5i,1.8175-1.4079E-4i,1.8125-1.8257E-4i,,,,,,,,,,,,2.5148,2.2915,2.154,2.0455,1.9644,1.8981,1.8302-1.9110E-5i,1.8237-5.8920E-5i,1.8180-9.8379E-5i,1.8132-1.0910E-4i,,,,,,,,,,,,2.5439,2.3364,2.2014,2.0896,2.0003,1.9298,1.8678,1.8239-4.9710E-5i,1.8185-5.1615E-5i,1.8132-1.0898E-4i,,,,,,,,,,,,2.5835,2.3568,2.2245,2.1262,2.0518,1.9765,1.9021,1.8483,1.8185-5.5734E-5i,1.8137-5.7117E-5i,,,,,,,,,,,,2.605,2.3814,2.2554,2.1741,2.0899,2.0279,1.9618,1.8962,1.835,1.8141-2.6202E-5i,,,,,,,,,,,,2.612,2.3872,2.2731,2.1869,2.119,2.0598,2.0034,1.9453,1.893,1.8463,,,,,,,,,,,,2.6276,2.4142,2.2891,2.2078,2.1413,2.0835,2.032,1.9849,1.9357,1.888,,,,,,,,,,,TE_20,2.6409,2.438,2.32,2.2275,2.159,2.0942,2.0456,2.0036,1.9656,1.9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--,2.4145,2.4145,2.1403,2.0049,1.8935,1.8448-3.5921E-5i,1.8368-4.7183E-5i,1.8291-1.1347E-4i,1.8228-1.4875E-4i,1.8168-2.2431E-4i,1.8119-2.2940E-4i,,,,,,,,,,,,2.4775,2.2194, ,1.98,1.8902,1.8368-4.0531E-5i,1.8298-5.2860E-5i,1.8231-1.1907E-4i,1.8174-1.6510E-4i,1.8124-1.8183E-4i,,,,,,,,,,,,2.508,2.2792,2.1382,2.0412,1.9591,1.8864,1.8299-4.5845E-5i,1.8235-8.3833E-5i,1.8177-1.3572E-4i,1.8129-1.5177E-4i,,,,,,,,,,,,2.5394,2.3245,2.1878,2.0793,1.9978,1.9293,1.8654,1.8238-4.6446E-5i,1.8184-6.5385E-5i,1.8129-1.5077E-4i,,,,,,,,,,,,2.5653,2.3541,2.2226,2.1165,2.0272,1.9613,1.9005,1.8306,1.8185-5.1613E-5i,1.8136-7.2253E-5i,,,,,,,,,,,,2.5981,2.3611,2.252,2.1606,2.0891,2.0075,1.9376,1.8833,1.8334,1.8138-6.1772E-5i,,,,,,,,,,,,2.6094,2.3843,2.2686,2.1807,2.1142,2.0568,2.0008,1.9403,1.8888,1.8348,,,,,,,,,,,TM_70,2.6257,2.4138,2.2881,2.2072,2.1411,2.0822,2.0205,1.9688,1.9266,1.8814,,,,,,,,,,,TE_01,2.6282,2.4261,2.3099,2.2224,2.1464,2.0926,2.0319,1.9758,1.9345,1.8971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_40,2.4123,2.4123,2.087,1.9248, ,1.8448-3.2875E-5i,1.8365-6.7726E-5i,1.8289-1.3336E-4i,1.8226-1.4775E-4i,1.8168-2.1235E-4i,1.8119-2.5847E-4i,,,,,,,,,,,,2.4734,2.2137,2.0825,,1.8688,1.8368-3.7092E-5i,1.8295-7.7615E-5i,1.8229-1.2660E-4i,1.8172-1.6418E-4i,1.8120-2.4812E-4i,,,,,,,,,,,,2.5002,2.2673,2.1326,2.033,1.9413,1.8596,1.8299-4.1603E-5i,1.8233-8.8124E-5i,1.8175-1.4065E-4i,1.8127-1.5610E-4i,,,,,,,,,,,,2.5303,2.3028,2.1721,2.0768,1.9905,1.9033,1.8465,1.8237-5.8922E-5i,1.8181-9.3524E-5i,1.8127-1.5555E-4i,,,,,,,,,,,,2.5573,2.3392,2.2141,2.1122,2.0219,1.9378,1.8727,1.8243,1.8185,1.8133-1.0366E-4i,,,,,,,,,,,,2.5914,2.3535,2.245,2.1471,2.0617,1.9965,1.9328,1.8752,1.826,1.8137-5.7116E-5i,,,,,,,,,,,,2.5954,2.3748,2.2612,2.1763,2.1064,2.0455,1.9906,1.9371,1.8778,1.8216,,,,,,,,,,,,2.6128,2.3921,2.287,2.1899,2.1201,2.0637,2.0138,1.9633,1.9111,1.863,,,,,,,,,,,TE_11,2.6155,2.4119,2.3025,2.2207,2.1402,2.0688,2.0194,1.9749,1.9244,1.8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_04,2.4065,2.4065,2.1197,1.9682,1.8543,1.8447-4.1884E-5i,1.8364-7.0776E-5i,1.8288-1.3226E-4i,1.8223-2.0214E-4i,1.8168-2.0703E-4i,1.8115-2.9105E-4i,,,,,,,,,,,TE_03,2.4238,2.2086,2.0631,1.9529,1.8601,1.8368-4.7179E-5i,1.8294-7.9513E-5i,1.8228-1.4872E-4i,1.8168-2.2338E-4i,1.8120-2.3480E-4i,,,,,,,,,,,,2.4967,2.2529,2.1304,2.0179,1.928,1.8516,1.8298-5.2858E-5i,1.8231-1.1889E-4i,1.8174-1.6512E-4i,1.8125-1.8257E-4i,,,,,,,,,,,,2.5206,2.2889,2.1692,2.0746,1.9779,1.9009,1.8302-1.9100E-5i,1.8235-8.2849E-5i,1.8180-9.8770E-5i,1.8125-1.8208E-4i,,,,,,,,,,,,2.5464,2.3262,2.2078,2.1026,2.0143,1.9368,1.8678,1.8240-2.8377E-5i,1.8184-6.4529E-5i,1.8132-1.0878E-4i,,,,,,,,,,,,2.5704,2.3431,2.2235,2.1356,2.0558,1.9852,1.9279,1.8637,1.8188-2.3371E-5i,1.8136-7.2262E-5i,,,,,,,,,,,,2.5953,2.3689,2.2602,2.1706,2.0818,2.0041,1.9481,1.8974,1.8508,1.8141-2.6015E-5i,,,,,,,,,,,TM_03,2.6127,2.3903,2.2858,2.187,2.1028,2.0261,1.9643,1.9147,1.8692,1.8273,,,,,,,,,,,,2.6141,2.403,2.3009,2.2094,2.1347,2.063,1.9928,1.9309,1.8852,1.8438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_41,2.344,2.344,2.115,1.9603,,1.8445-5.9876E-5i,1.8362-9.9396E-5i,1.8287-1.0065E-4i,1.8222-1.8626E-4i,1.8167-2.3393E-4i,1.8113-2.7520E-4i,,,,,,,,,,,TM_04,2.4122,2.1272,1.9779,1.8674,1.8448-3.5936E-5i,1.8365-6.7651E-5i,1.8292-1.1211E-4i,1.8226-1.4768E-4i,1.8168-2.1222E-4i,1.8119-2.2933E-4i,,,,,,,,,,,,2.4696,2.2498,2.1228,2.0137,1.9138,1.8371,1.8295-7.6705E-5i,1.8229-1.2655E-4i,1.8172-1.6416E-4i,1.8124-1.8178E-4i,,,,,,,,,,,,2.5201,2.2839,2.1633,2.0548,1.9672,1.8883,1.8299-4.5749E-5i,1.8234-7.6764E-5i,1.8177-1.3949E-4i,1.8124-1.8150E-4i,,,,,,,,,,,,2.5458,2.3113,2.1911,2.102,2.0132,1.932,1.862,1.8238-5.0156E-5i,1.8181-9.3198E-5i,1.8129-1.4867E-4i,,,,,,,,,,,,2.5693,2.3408,2.2106,2.122,2.0489,1.9745,1.9014,1.8354,1.8185-5.6237E-5i,1.8133-1.0346E-4i,,,,,,,,,,,,2.5867,2.367,2.2529,2.1473,2.0663,2.0028,1.9327,1.8692,1.8188-2.3297E-5i,1.8138-6.1263E-5i,,,,,,,,,,,,2.6005,2.388,2.2847,2.1859,2.0981,2.0214,1.9582,1.8986,1.846,1.8141-2.5973E-5i,,,,,,,,,,,TM_03,2.6134,2.3888,2.2868,2.2036,2.1247,2.0584,1.9896,1.9293,1.8804,1.8352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_13,2.3425,2.3425,2.1024,1.9538,1.8541-3.1596E-5i,1.8444-6.2633E-5i,1.8361-1.0116E-4i,1.8284-1.7294E-4i,1.8222-1.9128E-4i,1.8164-2.6249E-4i,1.8112-3.0801E-4i,,,,,,,,,,,TE_30,2.4034,2.1798,2.0281,1.9169,1.8448-3.5936E-5i,1.8364-7.0743E-5i,1.8291-1.1345E-4i,1.8223-1.8638E-4i,1.8168-2.0670E-4i,1.8119-2.5838E-4i,,,,,,,,,,,,2.4591,2.2364,2.1129,2.0021,1.8949,1.8368-4.0566E-5i,1.8294-7.9489E-5i,1.8228-1.4875E-4i,1.8168-2.1106E-4i,1.8120-2.3498E-4i,,,,,,,,,,,,2.5143,2.2826,2.1403,2.0446,1.9601,1.8781,1.8299-4.1598E-5i,1.8232-9.0723E-5i,1.8175-1.4065E-4i,1.8120-2.3392E-4i,,,,,,,,,,,,2.5456,2.3042,2.176,2.082,2.0025,1.9254,1.8493,1.8238-4.6444E-5i,1.8180-9.8384E-5i,1.8127-1.5560E-4i,,,,,,,,,,,,2.5582,2.3342,2.2096,2.1046,2.0154,1.9392,1.8753,1.8267,1.8185-5.1612E-5i,1.8132-1.0916E-4i,,,,,,,,,,,,2.5806,2.3662,2.2358,2.1353,2.0509,1.9665,1.899,1.8401,1.8185-5.5974E-5i,1.8137-5.7115E-5i,,,,,,,,,,,,2.5986,2.3704,2.2659,2.1822,2.091,2.0133,1.9428,1.8839,1.8282,1.8138-6.2176E-5i,,,,,,,,,,,TE_30,2.6113,2.3839,2.2696,2.1901,2.1184,2.0439,1.9818,1.9278,1.8688,1.8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM_14,2.3388,2.3388,,1.9302,1.8541-2.8963E-5i,1.8442-8.7385E-5i,1.8359-1.1897E-4i,1.8284-1.7149E-4i,1.8222-2.1036E-4i,1.8162-2.4862E-4i,1.8109-3.4238E-4i,,,,,,,,,,,,2.3958,2.1656,2.0255,1.9027,1.8448-3.2875E-5i,1.8362-9.9057E-5i,1.8289-1.3335E-4i,1.8223-2.0217E-4i,1.8167-2.3395E-4i,1.8115-2.9094E-4i,,,,,,,,,,,,2.437,2.2182,2.0773,1.9782,1.8941,1.8368-3.7090E-5i,1.8292-1.1188E-4i,1.8226-1.4767E-4i,1.8168-2.2446E-4i,1.8120-2.4871E-4i,,,,,,,,,,,,2.512,2.2535,2.1365,2.0205,1.9226,1.8454,1.8298-5.2858E-5i,1.8229-1.2659E-4i,1.8174-1.6515E-4i,1.8120-2.4751E-4i,,,,,,,,,,,TM_60,2.5449,2.293,2.1743,2.0659,1.9726,1.9058,1.8438,1.8237-5.8924E-5i,1.8177-1.3601E-4i,1.8125-1.8261E-4i,,,,,,,,,,,,2.5473,2.3197,2.2031,2.0925,1.9929,1.9114,1.8532,1.8241-2.2947E-5i,1.8184-6.5385E-5i,1.8129-1.5269E-4i,,,,,,,,,,,,2.5755,2.3422,2.2215,2.126,2.0301,1.9617,1.8885,1.8286,1.8185-5.1592E-5i,1.8136-7.2253E-5i,,,,,,,,,,,,2.5915,2.365,2.233,2.148,2.0777,2.0088,1.9414,1.875,1.8188-2.3225E-5i,1.8137-5.7108E-5i,,,,,,,,,,,,2.6032,2.3811,2.2543,2.1653,2.0948,2.0324,1.9739,1.9204,1.8665,1.8141-2.5935E-5i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TE_22,2.3364,2.3364,2.0657,1.9248,1.8540-3.6957E-5i,1.8441-8.9687E-5i,1.8358-1.1786E-4i,1.8284-1.8923E-4i,1.8219-2.3622E-4i,1.8161-2.7864E-4i,1.8109-3.2465E-4i,,,,,,,,,,,,2.375,2.1589,2.0086,1.8769,1.8447-4.1887E-5i,1.8361-1.0111E-4i,1.8288-1.3223E-4i,1.8222-1.8623E-4i,1.8164-2.6071E-4i,1.8113-2.7532E-4i,,,,,,,,,,,,2.4282,2.2015,2.0704,1.9497,1.8477,1.8368-4.7182E-5i,1.8291-1.1343E-4i,1.8223-1.8452E-4i,1.8168-2.0711E-4i,1.8119-2.3030E-4i,,,,,,,,,,,,2.4656,2.2447,2.1092,2.0089,1.9138,1.8436,1.8295-7.6529E-5i,1.8228-1.4876E-4i,1.8172-1.6418E-4i,1.8119-2.2903E-4i,,,,,,,,,,,,2.5202,2.285,2.1425,2.0479,1.9714,1.8922,1.8302-1.9104E-5i,1.8235-8.3713E-5i,1.8175-1.4089E-4i,1.8124-1.8179E-4i,,,,,,,,,,,,2.5457,2.3167,2.1826,2.0741,1.9836,1.9082,1.8433,1.8239-4.9926E-5i,1.8181-9.4104E-5i,1.8127-1.5567E-4i,,,,,,,,,,,,2.5675,2.3416,2.211,2.1069,2.0286,1.9413,1.8776,1.8241-2.2366E-5i,1.8184-6.5382E-5i,1.8133-1.0240E-4i,,,,,,,,,,,,2.5878,2.3455,2.2322,2.1394,2.066,2.0012,1.9334,1.8658,1.8185-5.6034E-5i,1.8136-7.2252E-5i,,,,,,,,,,,,2.6011,2.3783,2.2504,2.1623,2.0905,2.028,1.9716,1.918,1.8633,1.8138-6.2072E-5i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
